classifier,model1,model2,image_size,n_components,accuracy,precision,recall,f1_score,balanced_accuracy,balanced_precision_PPV,balanced_recall_TPR,Bal_F1,TNR,NPV,FPR,FNR,FDR,Overall_Acc
RF,InceptionV3,DenseNet169,256,"[50, 100, 500]",0.884,0.888,0.884,0.882,0.77,0.83,0.77,0.799,0.987,0.988,0.013000000000000001,0.23,0.17,0.9840000000000001
RF,VGG16,DenseNet169,256,"[50, 100, 500]",0.883,0.8859999999999999,0.883,0.882,0.787,0.7979999999999999,0.787,0.792,0.988,0.987,0.012,0.213,0.20199999999999999,0.9840000000000001
RF,ResNet152V2,DenseNet169,256,"[50, 100, 500]",0.8809999999999999,0.884,0.8809999999999999,0.879,0.773,0.825,0.773,0.7979999999999999,0.987,0.987,0.013000000000000001,0.22699999999999998,0.175,0.9840000000000001
RF,ResNet101V2,DenseNet169,256,"[50, 100, 500]",0.878,0.882,0.878,0.877,0.7709999999999999,0.815,0.7709999999999999,0.792,0.986,0.987,0.013999999999999999,0.22899999999999998,0.185,0.9840000000000001
RF,ResNet152V2,MobileNetV2,256,"[50, 100, 500]",0.878,0.882,0.878,0.877,0.764,0.8059999999999999,0.764,0.784,0.987,0.987,0.013000000000000001,0.23600000000000002,0.19399999999999998,0.9840000000000001
RF,VGG16,MobileNet,256,"[50, 100, 500]",0.8759999999999999,0.882,0.8759999999999999,0.8759999999999999,0.753,0.787,0.753,0.77,0.987,0.987,0.013000000000000001,0.247,0.213,0.983
RF,MobileNetV2,DenseNet169,256,"[50, 100, 500]",0.875,0.88,0.875,0.8740000000000001,0.76,0.797,0.76,0.778,0.986,0.987,0.013999999999999999,0.24,0.203,0.983
RF,MobileNet,DenseNet201,128,"[50, 100, 500]",0.8740000000000001,0.88,0.8740000000000001,0.8740000000000001,0.759,0.784,0.759,0.7709999999999999,0.987,0.986,0.013000000000000001,0.24100000000000002,0.21600000000000003,0.983
RF,VGG19,MobileNet,128,"[50, 100, 500]",0.8740000000000001,0.877,0.8740000000000001,0.873,0.762,0.775,0.762,0.768,0.986,0.986,0.013999999999999999,0.23800000000000002,0.225,0.983
RF,Xception,DenseNet201,256,"[50, 100, 500]",0.873,0.882,0.873,0.873,0.78,0.8220000000000001,0.78,0.8,0.986,0.986,0.013999999999999999,0.22,0.17800000000000002,0.983
RF,VGG16,DenseNet201,256,"[50, 100, 500]",0.873,0.879,0.873,0.873,0.77,0.799,0.77,0.784,0.986,0.986,0.013999999999999999,0.23,0.201,0.983
RF,MobileNet,DenseNet169,128,"[50, 100, 500]",0.873,0.878,0.873,0.872,0.764,0.784,0.764,0.774,0.986,0.986,0.013999999999999999,0.23600000000000002,0.21600000000000003,0.983
RF,MobileNet,DenseNet169,256,"[50, 100, 500]",0.873,0.878,0.873,0.872,0.75,0.7929999999999999,0.75,0.7709999999999999,0.987,0.987,0.013000000000000001,0.25,0.207,0.983
RF,Xception,MobileNet,256,"[50, 100, 500]",0.872,0.88,0.872,0.872,0.74,0.802,0.74,0.77,0.986,0.987,0.013999999999999999,0.26,0.198,0.983
RF,VGG16,InceptionV3,256,"[50, 100, 500]",0.872,0.882,0.872,0.872,0.746,0.7959999999999999,0.746,0.77,0.986,0.986,0.013999999999999999,0.254,0.204,0.983
RF,Xception,DenseNet169,256,"[50, 100, 500]",0.872,0.877,0.872,0.871,0.763,0.7909999999999999,0.763,0.777,0.986,0.986,0.013999999999999999,0.237,0.209,0.983
RF,VGG19,DenseNet169,256,"[50, 100, 500]",0.872,0.878,0.872,0.871,0.769,0.805,0.769,0.787,0.986,0.986,0.013999999999999999,0.231,0.195,0.983
RF,DenseNet169,DenseNet201,256,"[50, 100, 500]",0.871,0.878,0.871,0.871,0.773,0.799,0.773,0.7859999999999999,0.986,0.985,0.013999999999999999,0.22699999999999998,0.201,0.983
RF,VGG16,DenseNet121,256,"[50, 100, 500]",0.871,0.8740000000000001,0.871,0.87,0.784,0.7979999999999999,0.784,0.7909999999999999,0.986,0.986,0.013999999999999999,0.21600000000000003,0.20199999999999999,0.983
RF,InceptionV3,MobileNet,256,"[50, 100, 500]",0.871,0.877,0.871,0.8690000000000001,0.731,0.821,0.731,0.773,0.986,0.987,0.013999999999999999,0.26899999999999996,0.179,0.983
RF,MobileNet,DenseNet201,256,"[50, 100, 500]",0.87,0.879,0.87,0.87,0.759,0.812,0.759,0.785,0.985,0.986,0.015,0.24100000000000002,0.188,0.983
RF,MobileNetV2,DenseNet121,256,"[50, 100, 500]",0.87,0.878,0.87,0.87,0.768,0.813,0.768,0.79,0.986,0.986,0.013999999999999999,0.23199999999999998,0.187,0.983
RF,MobileNetV2,DenseNet169,128,"[50, 100, 500]",0.8690000000000001,0.8740000000000001,0.8690000000000001,0.8690000000000001,0.7859999999999999,0.7809999999999999,0.7859999999999999,0.7829999999999999,0.987,0.985,0.013000000000000001,0.214,0.21899999999999997,0.982
RF,Xception,VGG16,256,"[50, 100, 500]",0.8690000000000001,0.8759999999999999,0.8690000000000001,0.8690000000000001,0.768,0.763,0.768,0.765,0.986,0.985,0.013999999999999999,0.23199999999999998,0.237,0.982
RF,ResNet50V2,MobileNetV2,256,"[50, 100, 500]",0.8690000000000001,0.875,0.8690000000000001,0.868,0.747,0.8009999999999999,0.747,0.773,0.985,0.986,0.015,0.253,0.19899999999999998,0.982
RF,MobileNetV2,DenseNet201,256,"[50, 100, 500]",0.868,0.8759999999999999,0.868,0.8690000000000001,0.767,0.7909999999999999,0.767,0.779,0.986,0.985,0.013999999999999999,0.233,0.209,0.982
RF,ResNet50V2,DenseNet169,256,"[50, 100, 500]",0.868,0.873,0.868,0.867,0.764,0.784,0.764,0.774,0.986,0.985,0.013999999999999999,0.23600000000000002,0.21600000000000003,0.982
RF,ResNet152V2,MobileNet,256,"[50, 100, 500]",0.868,0.8740000000000001,0.868,0.867,0.743,0.79,0.743,0.7659999999999999,0.986,0.986,0.013999999999999999,0.257,0.21,0.982
RF,MobileNet,DenseNet201,256,"[50, 100, 500]",0.867,0.88,0.867,0.8690000000000001,0.765,0.807,0.765,0.785,0.986,0.985,0.013999999999999999,0.235,0.193,0.982
RF,ResNet50V2,MobileNet,128,"[50, 100, 500]",0.867,0.8759999999999999,0.867,0.867,0.752,0.778,0.752,0.765,0.986,0.986,0.013999999999999999,0.248,0.222,0.982
RF,InceptionV3,MobileNetV2,256,"[50, 100, 500]",0.867,0.875,0.867,0.867,0.743,0.8029999999999999,0.743,0.772,0.985,0.985,0.015,0.257,0.19699999999999998,0.982
RF,Xception,MobileNet,128,"[50, 100, 500]",0.867,0.873,0.867,0.866,0.74,0.762,0.74,0.7509999999999999,0.986,0.986,0.013999999999999999,0.26,0.23800000000000002,0.982
RF,InceptionV3,MobileNet,256,"[50, 100, 500]",0.867,0.875,0.867,0.865,0.746,0.7929999999999999,0.746,0.769,0.985,0.986,0.015,0.254,0.207,0.982
RF,MobileNetV2,DenseNet201,128,"[50, 100, 500]",0.866,0.877,0.866,0.868,0.7829999999999999,0.7659999999999999,0.7829999999999999,0.774,0.987,0.985,0.013000000000000001,0.217,0.23399999999999999,0.982
RF,MobileNet,MobileNetV2,128,"[50, 100, 500]",0.866,0.878,0.866,0.867,0.759,0.804,0.759,0.7809999999999999,0.986,0.985,0.013999999999999999,0.24100000000000002,0.196,0.982
RF,VGG16,ResNet152V2,256,"[50, 100, 500]",0.866,0.875,0.866,0.867,0.758,0.774,0.758,0.7659999999999999,0.986,0.985,0.013999999999999999,0.242,0.226,0.982
RF,Xception,MobileNetV2,256,"[50, 100, 500]",0.866,0.87,0.866,0.8640000000000001,0.742,0.7929999999999999,0.742,0.767,0.9840000000000001,0.986,0.016,0.258,0.207,0.982
RF,MobileNet,DenseNet169,256,"[50, 100, 500]",0.865,0.88,0.865,0.867,0.77,0.7979999999999999,0.77,0.784,0.986,0.985,0.013999999999999999,0.23,0.20199999999999999,0.982
RF,MobileNet,DenseNet121,256,"[50, 100, 500]",0.865,0.8759999999999999,0.865,0.866,0.755,0.787,0.755,0.7709999999999999,0.987,0.985,0.013000000000000001,0.245,0.213,0.982
RF,ResNet101V2,MobileNetV2,256,"[50, 100, 500]",0.865,0.8740000000000001,0.865,0.8640000000000001,0.747,0.774,0.747,0.76,0.985,0.985,0.015,0.253,0.226,0.982
RF,VGG16,MobileNet,128,"[50, 100, 500]",0.865,0.868,0.865,0.863,0.7390000000000001,0.769,0.7390000000000001,0.754,0.985,0.986,0.015,0.261,0.231,0.982
RF,VGG16,ResNet50V2,256,"[50, 100, 500]",0.8640000000000001,0.877,0.8640000000000001,0.866,0.753,0.8029999999999999,0.753,0.777,0.986,0.985,0.013999999999999999,0.247,0.19699999999999998,0.982
RF,ResNet152V2,DenseNet201,256,"[50, 100, 500]",0.8640000000000001,0.8759999999999999,0.8640000000000001,0.866,0.787,0.8,0.787,0.7929999999999999,0.986,0.9840000000000001,0.013999999999999999,0.213,0.2,0.982
RF,VGG16,MobileNetV2,256,"[50, 100, 500]",0.8640000000000001,0.8740000000000001,0.8640000000000001,0.8640000000000001,0.747,0.784,0.747,0.765,0.985,0.985,0.015,0.253,0.21600000000000003,0.982
RF,DenseNet121,DenseNet169,256,"[50, 100, 500]",0.8640000000000001,0.871,0.8640000000000001,0.8640000000000001,0.772,0.7909999999999999,0.772,0.7809999999999999,0.986,0.9840000000000001,0.013999999999999999,0.228,0.209,0.982
RF,VGG16,MobileNetV2,128,"[50, 100, 500]",0.8640000000000001,0.871,0.8640000000000001,0.863,0.757,0.762,0.757,0.759,0.986,0.985,0.013999999999999999,0.243,0.23800000000000002,0.982
RF,VGG16,MobileNet,256,"[50, 100, 500]",0.8640000000000001,0.87,0.8640000000000001,0.863,0.743,0.773,0.743,0.758,0.985,0.985,0.015,0.257,0.22699999999999998,0.982
RF,InceptionV3,MobileNetV2,256,"[50, 100, 500]",0.8640000000000001,0.871,0.8640000000000001,0.862,0.725,0.779,0.725,0.7509999999999999,0.985,0.986,0.015,0.275,0.221,0.982
RF,VGG16,DenseNet169,128,"[50, 100, 500]",0.863,0.875,0.863,0.865,0.7759999999999999,0.778,0.7759999999999999,0.777,0.986,0.9840000000000001,0.013999999999999999,0.22399999999999998,0.222,0.982
RF,DenseNet169,DenseNet201,128,"[50, 100, 500]",0.862,0.873,0.862,0.8640000000000001,0.779,0.76,0.779,0.769,0.986,0.9840000000000001,0.013999999999999999,0.221,0.24,0.982
RF,VGG19,MobileNet,256,"[50, 100, 500]",0.862,0.872,0.862,0.863,0.738,0.785,0.738,0.7609999999999999,0.985,0.985,0.015,0.262,0.215,0.982
RF,DenseNet121,DenseNet201,256,"[50, 100, 500]",0.862,0.8690000000000001,0.862,0.862,0.7809999999999999,0.807,0.7809999999999999,0.794,0.985,0.9840000000000001,0.015,0.21899999999999997,0.193,0.982
RF,Xception,MobileNet,256,"[50, 100, 500]",0.862,0.867,0.862,0.8590000000000001,0.725,0.795,0.725,0.758,0.9840000000000001,0.986,0.016,0.275,0.205,0.982
RF,VGG16,DenseNet169,256,"[50, 100, 500]",0.861,0.872,0.861,0.863,0.777,0.754,0.777,0.765,0.987,0.9840000000000001,0.013000000000000001,0.223,0.24600000000000002,0.981
RF,InceptionV3,DenseNet169,256,"[50, 100, 500]",0.861,0.875,0.861,0.863,0.774,0.774,0.774,0.774,0.986,0.9840000000000001,0.013999999999999999,0.226,0.226,0.981
RF,ResNet101V2,MobileNetV2,256,"[50, 100, 500]",0.861,0.871,0.861,0.862,0.738,0.7809999999999999,0.738,0.759,0.985,0.985,0.015,0.262,0.21899999999999997,0.981
RF,ResNet50V2,MobileNet,256,"[50, 100, 500]",0.861,0.871,0.861,0.861,0.7390000000000001,0.784,0.7390000000000001,0.7609999999999999,0.985,0.985,0.015,0.261,0.21600000000000003,0.981
RF,VGG19,MobileNet,256,"[50, 100, 500]",0.861,0.866,0.861,0.86,0.745,0.7909999999999999,0.745,0.767,0.9840000000000001,0.985,0.016,0.255,0.209,0.981
RF,VGG16,DenseNet201,128,"[50, 100, 500]",0.86,0.87,0.86,0.862,0.7709999999999999,0.737,0.7709999999999999,0.754,0.986,0.9840000000000001,0.013999999999999999,0.22899999999999998,0.263,0.981
RF,VGG19,ResNet152V2,256,"[50, 100, 500]",0.86,0.8690000000000001,0.86,0.862,0.765,0.784,0.765,0.774,0.985,0.9840000000000001,0.015,0.235,0.21600000000000003,0.981
RF,MobileNet,MobileNetV2,256,"[50, 100, 500]",0.86,0.871,0.86,0.862,0.737,0.7859999999999999,0.737,0.7609999999999999,0.985,0.985,0.015,0.263,0.214,0.981
RF,Xception,DenseNet169,256,"[50, 100, 500]",0.86,0.8690000000000001,0.86,0.861,0.769,0.784,0.769,0.7759999999999999,0.985,0.9840000000000001,0.015,0.231,0.21600000000000003,0.981
RF,ResNet50V2,MobileNetV2,256,"[50, 100, 500]",0.86,0.873,0.86,0.861,0.7490000000000001,0.794,0.7490000000000001,0.7709999999999999,0.985,0.985,0.015,0.251,0.20600000000000002,0.981
RF,MobileNetV2,DenseNet169,256,"[50, 100, 500]",0.86,0.868,0.86,0.86,0.757,0.784,0.757,0.77,0.985,0.9840000000000001,0.015,0.243,0.21600000000000003,0.981
RF,VGG19,MobileNetV2,256,"[50, 100, 500]",0.86,0.868,0.86,0.8590000000000001,0.737,0.777,0.737,0.7559999999999999,0.9840000000000001,0.985,0.016,0.263,0.223,0.981
RF,ResNet152V2,MobileNetV2,256,"[50, 100, 500]",0.86,0.867,0.86,0.857,0.727,0.7609999999999999,0.727,0.7440000000000001,0.9840000000000001,0.985,0.016,0.273,0.239,0.981
RF,InceptionV3,DenseNet121,256,"[50, 100, 500]",0.8590000000000001,0.873,0.8590000000000001,0.861,0.774,0.794,0.774,0.784,0.985,0.9840000000000001,0.015,0.226,0.20600000000000002,0.981
RF,MobileNet,DenseNet121,128,"[50, 100, 500]",0.8590000000000001,0.8690000000000001,0.8590000000000001,0.86,0.765,0.757,0.765,0.7609999999999999,0.986,0.9840000000000001,0.013999999999999999,0.235,0.243,0.981
RF,VGG19,DenseNet121,256,"[50, 100, 500]",0.8590000000000001,0.87,0.8590000000000001,0.86,0.777,0.7709999999999999,0.777,0.774,0.985,0.9840000000000001,0.015,0.223,0.22899999999999998,0.981
RF,ResNet101V2,DenseNet121,256,"[50, 100, 500]",0.8590000000000001,0.868,0.8590000000000001,0.8590000000000001,0.763,0.77,0.763,0.7659999999999999,0.985,0.9840000000000001,0.015,0.237,0.23,0.981
RF,InceptionV3,DenseNet201,256,"[50, 100, 500]",0.8590000000000001,0.871,0.8590000000000001,0.8590000000000001,0.758,0.81,0.758,0.7829999999999999,0.9840000000000001,0.9840000000000001,0.016,0.242,0.19,0.981
RF,MobileNet,MobileNetV2,256,"[50, 100, 500]",0.8590000000000001,0.863,0.8590000000000001,0.856,0.7290000000000001,0.7929999999999999,0.7290000000000001,0.76,0.9840000000000001,0.985,0.016,0.271,0.207,0.981
RF,VGG19,DenseNet169,256,"[50, 100, 500]",0.858,0.873,0.858,0.861,0.7879999999999999,0.7440000000000001,0.7879999999999999,0.765,0.987,0.983,0.013000000000000001,0.212,0.256,0.981
RF,VGG19,DenseNet201,256,"[50, 100, 500]",0.858,0.875,0.858,0.861,0.782,0.785,0.782,0.7829999999999999,0.986,0.983,0.013999999999999999,0.218,0.215,0.981
RF,ResNet50V2,DenseNet121,256,"[50, 100, 500]",0.858,0.8740000000000001,0.858,0.861,0.772,0.804,0.772,0.7879999999999999,0.985,0.9840000000000001,0.015,0.228,0.196,0.981
RF,ResNet50V2,DenseNet201,256,"[50, 100, 500]",0.858,0.872,0.858,0.861,0.78,0.799,0.78,0.789,0.986,0.9840000000000001,0.013999999999999999,0.22,0.201,0.981
RF,MobileNet,DenseNet201,128,"[50, 100, 500]",0.858,0.87,0.858,0.86,0.778,0.728,0.778,0.752,0.987,0.9840000000000001,0.013000000000000001,0.222,0.272,0.981
RF,DenseNet121,DenseNet169,128,"[50, 100, 500]",0.858,0.871,0.858,0.86,0.775,0.7809999999999999,0.775,0.778,0.986,0.9840000000000001,0.013999999999999999,0.225,0.21899999999999997,0.981
RF,VGG19,MobileNetV2,256,"[50, 100, 500]",0.858,0.8690000000000001,0.858,0.8590000000000001,0.75,0.758,0.75,0.754,0.985,0.9840000000000001,0.015,0.25,0.242,0.981
RF,ResNet101V2,MobileNet,256,"[50, 100, 500]",0.858,0.868,0.858,0.8590000000000001,0.738,0.78,0.738,0.758,0.985,0.985,0.015,0.262,0.22,0.981
RF,ResNet101V2,DenseNet201,256,"[50, 100, 500]",0.858,0.867,0.858,0.8590000000000001,0.763,0.7959999999999999,0.763,0.779,0.985,0.9840000000000001,0.015,0.237,0.204,0.981
RF,VGG16,MobileNetV2,256,"[50, 100, 500]",0.858,0.866,0.858,0.858,0.75,0.755,0.75,0.752,0.985,0.9840000000000001,0.015,0.25,0.245,0.981
RF,VGG16,ResNet50V2,128,"[50, 100, 500]",0.857,0.87,0.857,0.86,0.763,0.758,0.763,0.76,0.985,0.9840000000000001,0.015,0.237,0.242,0.981
RF,VGG19,InceptionV3,256,"[50, 100, 500]",0.857,0.871,0.857,0.8590000000000001,0.746,0.7859999999999999,0.746,0.765,0.985,0.9840000000000001,0.015,0.254,0.214,0.981
RF,VGG19,DenseNet201,128,"[50, 100, 500]",0.857,0.866,0.857,0.858,0.769,0.7440000000000001,0.769,0.7559999999999999,0.986,0.9840000000000001,0.013999999999999999,0.231,0.256,0.981
RF,ResNet101V2,MobileNet,128,"[50, 100, 500]",0.857,0.867,0.857,0.858,0.7390000000000001,0.7609999999999999,0.7390000000000001,0.75,0.985,0.9840000000000001,0.015,0.261,0.239,0.981
RF,MobileNetV2,DenseNet169,256,"[50, 100, 500]",0.856,0.875,0.856,0.86,0.78,0.763,0.78,0.7709999999999999,0.986,0.983,0.013999999999999999,0.22,0.237,0.981
RF,MobileNet,MobileNetV2,128,"[50, 100, 500]",0.856,0.87,0.856,0.8590000000000001,0.7509999999999999,0.743,0.7509999999999999,0.747,0.986,0.9840000000000001,0.013999999999999999,0.249,0.257,0.981
RF,MobileNetV2,DenseNet121,128,"[50, 100, 500]",0.856,0.8690000000000001,0.856,0.858,0.775,0.754,0.775,0.764,0.986,0.983,0.013999999999999999,0.225,0.24600000000000002,0.981
RF,VGG19,ResNet50V2,256,"[50, 100, 500]",0.856,0.872,0.856,0.858,0.7490000000000001,0.7829999999999999,0.7490000000000001,0.7659999999999999,0.9840000000000001,0.9840000000000001,0.016,0.251,0.217,0.981
RF,Xception,VGG19,256,"[50, 100, 500]",0.856,0.867,0.856,0.857,0.74,0.779,0.74,0.759,0.9840000000000001,0.9840000000000001,0.016,0.26,0.221,0.981
RF,ResNet152V2,DenseNet121,256,"[50, 100, 500]",0.856,0.867,0.856,0.857,0.764,0.7809999999999999,0.764,0.772,0.985,0.983,0.015,0.23600000000000002,0.21899999999999997,0.981
RF,VGG19,DenseNet201,256,"[50, 100, 500]",0.855,0.877,0.855,0.86,0.7909999999999999,0.773,0.7909999999999999,0.782,0.987,0.983,0.013000000000000001,0.209,0.22699999999999998,0.981
RF,Xception,DenseNet201,128,"[50, 100, 500]",0.855,0.866,0.855,0.857,0.772,0.728,0.772,0.7490000000000001,0.986,0.983,0.013999999999999999,0.228,0.272,0.981
RF,Xception,MobileNetV2,128,"[50, 100, 500]",0.855,0.868,0.855,0.855,0.75,0.773,0.75,0.7609999999999999,0.985,0.9840000000000001,0.015,0.25,0.22699999999999998,0.981
RF,ResNet152V2,MobileNet,256,"[50, 100, 500]",0.855,0.8640000000000001,0.855,0.8540000000000001,0.7290000000000001,0.7759999999999999,0.7290000000000001,0.752,0.9840000000000001,0.9840000000000001,0.016,0.271,0.22399999999999998,0.981
RF,VGG16,VGG19,256,"[50, 100, 500]",0.8540000000000001,0.868,0.8540000000000001,0.857,0.762,0.758,0.762,0.76,0.985,0.9840000000000001,0.015,0.23800000000000002,0.242,0.981
RF,ResNet50V2,MobileNet,256,"[50, 100, 500]",0.8540000000000001,0.872,0.8540000000000001,0.857,0.742,0.787,0.742,0.764,0.985,0.9840000000000001,0.015,0.258,0.213,0.981
